district,taluka,village
"AHILYANAGAR","NEVASA","Lekurwali Akhada"
"AHILYANAGAR","NEVASA","Ramdoh"
"AHILYANAGAR","NEVASA","Madki"
"AHILYANAGAR","NEVASA","SUBMERGED"
"AHILYANAGAR","NEVASA","Jalke Bk."
"AHILYANAGAR","NEVASA","Pachegaon"
"AHILYANAGAR","NEVASA","Jalke Kh."
"AHILYANAGAR","NEVASA","Khalal  Pimpri"
"AHILYANAGAR","NEVASA","Shirasgaon"
"AHILYANAGAR","NEVASA","Punatgaon"
"AHILYANAGAR","NEVASA","Khadke"
"AHILYANAGAR","NEVASA","Dighi"
"AHILYANAGAR","NEVASA","Maktapur"
"AHILYANAGAR","NEVASA","Pichadgaon"
"AHILYANAGAR","NEVASA","Nimbhari"
"AHILYANAGAR","NEVASA","Babhulwedhe"
"AHILYANAGAR","NEVASA","Tarwadi"
"AHILYANAGAR","NEVASA","Soundala"
"AHILYANAGAR","NEVASA","Malichinchora"
"AHILYANAGAR","NEVASA","Nagapur"
"AHILYANAGAR","NEVASA","Ranjangaon"
"AHILYANAGAR","NEVASA","Sukali KH"
"AHILYANAGAR","NEVASA","Nandur Shikari"
"AHILYANAGAR","NEVASA","Kharwandi"
"AHILYANAGAR","NEVASA","Antarwali"
"AHILYANAGAR","NEVASA","Siregaon"
"AHILYANAGAR","NEVASA","Karegaon"
"AHILYANAGAR","NEVASA","Bhende Bk."
"AHILYANAGAR","NEVASA","Khedle Parmanand"
"AHILYANAGAR","NEVASA","Wadula Bahiroba"
"AHILYANAGAR","NEVASA","Wadule"
"AHILYANAGAR","NEVASA","Sonai"
"AHILYANAGAR","NEVASA","Kukana"
"AHILYANAGAR","NEVASA","Deogaon"
"AHILYANAGAR","NEVASA","Jeur"
"AHILYANAGAR","NEVASA","Rastapur"
"AHILYANAGAR","NEVASA","Mhalas Pimpalgaon"
"AHILYANAGAR","NEVASA","Fattepur"
"AHILYANAGAR","NEVASA","Kangoni"
"AHILYANAGAR","NEVASA","Hingoni"
"AHILYANAGAR","NEVASA","Shahapur"
"AHILYANAGAR","NEVASA","Barhanpur"
"AHILYANAGAR","NEVASA","Chanda"
"AHILYANAGAR","NEVASA","Dedgaon"
"AHILYANAGAR","NEVASA","Kautha"
"AHILYANAGAR","NEVASA","Telkudgaon"
"AHILYANAGAR","NEVASA","Ghodegaon"
"AHILYANAGAR","NEVASA","Morgavhan"
"AHILYANAGAR","NEVASA","Zapwadi"
"AHILYANAGAR","NEVASA","Loharwadi"
"AHILYANAGAR","NEVASA","Pachunde"
"AHILYANAGAR","NEVASA","Moryachinchore"
"AHILYANAGAR","NEVASA","Maka"
"AHILYANAGAR","NEVASA","Lohgaon"
"AHILYANAGAR","NEVASA","Mahalaxmi Hivare"
"AHILYANAGAR","NEVASA","Mandegavhan"
"AHILYANAGAR","NEVASA","Shingve Tukai"
"AHILYANAGAR","NEVASA","Wanjoli"
"AHILYANAGAR","NEVASA","Rajegaon"
"AHILYANAGAR","KARJAT","Chakhalewadi"
"AHILYANAGAR","KARJAT","Babhulgaon khalsa"
"AHILYANAGAR","KARJAT","Bitkewadi"
"AHILYANAGAR","KARJAT","Chincholi kaldat"
"AHILYANAGAR","KARJAT","Nimbodi"
"AHILYANAGAR","KARJAT","Ruigavhan"
"AHILYANAGAR","KARJAT","Supe"
"AHILYANAGAR","KARJAT","Walvad"
"AHILYANAGAR","KARJAT","Taradgaon"
"AHILYANAGAR","KARJAT","Pategaon"
"AHILYANAGAR","KARJAT","Nawsarwadi"
"AHILYANAGAR","KARJAT","Goykarwadi"
"AHILYANAGAR","KARJAT","Shinde"
"AHILYANAGAR","KARJAT","Malthan"
"AHILYANAGAR","KARJAT","Malewadi"
"AHILYANAGAR","KARJAT","Khandale"
"AHILYANAGAR","KARJAT","Anandwadi"
"AHILYANAGAR","KARJAT","Netakewadi"
"AHILYANAGAR","KARJAT","Kolvadi"
"AHILYANAGAR","KARJAT","Therwadi"
"AHILYANAGAR","KARJAT","Dhalwadi"
"AHILYANAGAR","KARJAT","Bajrangwadi"
"AHILYANAGAR","KARJAT","Pimpalwadi"
"AHILYANAGAR","KARJAT","Lonimasadpur"
"AHILYANAGAR","KARJAT","Kumbhefal"
"AHILYANAGAR","KARJAT","Taju"
"AHILYANAGAR","KARJAT","Balwandi"
"AHILYANAGAR","KARJAT","Benwadi"
"AHILYANAGAR","KARJAT","Jalalpur"
"AHILYANAGAR","KARJAT","Ambijalgaon"
"AHILYANAGAR","KARJAT","Talwadi"
"AHILYANAGAR","KARJAT","Khatgaon"
"AHILYANAGAR","KARJAT","Alsunde"
"AHILYANAGAR","KARJAT","Torkadwadi"
"AHILYANAGAR","KARJAT","Deshmukhwadi"
"AHILYANAGAR","KARJAT","Nimbe"
"AHILYANAGAR","KARJAT","Baradgaon Sudrik"
"AHILYANAGAR","KARJAT","Sonalwadi"
"AHILYANAGAR","KARJAT","Baradgaon  Dagadi"
"AHILYANAGAR","KARJAT","Shegud"
"AHILYANAGAR","KARJAT","Rashin"
"AHILYANAGAR","KARJAT","Babhulgaon Dumala"
"AHILYANAGAR","KARJAT","Autewadi"
"AHILYANAGAR","KOPARGAON","Nategaon"
"AHILYANAGAR","KOPARGAON","Bramhangaon"
"AHILYANAGAR","KOPARGAON","Morvis"
"AHILYANAGAR","KOPARGAON","Dhamori"
"AHILYANAGAR","KOPARGAON","Rawande"
"AHILYANAGAR","KOPARGAON","Ogadi"
"AHILYANAGAR","KOPARGAON","Sangvi Bhusar"
"AHILYANAGAR","KOPARGAON","Anchalgaon"
"AHILYANAGAR","KOPARGAON","Karanji Bk."
"AHILYANAGAR","KOPARGAON","Yesgaon"
"AHILYANAGAR","KOPARGAON","Vadgaon"
"AHILYANAGAR","KOPARGAON","Baktarpur"
"AHILYANAGAR","KOPARGAON","Khirdi Ganesh"
"AHILYANAGAR","KOPARGAON","Malegaon Thadi"
"AHILYANAGAR","KOPARGAON","Maygaon Devi"
"AHILYANAGAR","KOPARGAON","Chas"
"AHILYANAGAR","KOPARGAON","Sawalgaon"
"AHILYANAGAR","KOPARGAON","Bolaki"
"AHILYANAGAR","KOPARGAON","Sonari"
"AHILYANAGAR","KOPARGAON","Padhegaon"
"AHILYANAGAR","KOPARGAON","Tilwani"
"AHILYANAGAR","KOPARGAON","Dharangaon"
"AHILYANAGAR","KOPARGAON","Manjur"
"AHILYANAGAR","KOPARGAON","Ukkadgaon"
"AHILYANAGAR","KOPARGAON","Kasali"
"AHILYANAGAR","KOPARGAON","Shirasgaon"
"AHILYANAGAR","KOPARGAON","Takali"
"AHILYANAGAR","KOPARGAON","Velapur"
"AHILYANAGAR","KOPARGAON","Suregaon"
"AHILYANAGAR","KOPARGAON","Apegaon"
"AHILYANAGAR","KOPARGAON","Kolgaon Thadi"
"AHILYANAGAR","PARNER","Padali Ale"
"AHILYANAGAR","PARNER","Bhandgaon"
"AHILYANAGAR","PARNER","Karandi"
"AHILYANAGAR","PARNER","Daithane Gunjal"
"AHILYANAGAR","PARNER","Wesdare"
"AHILYANAGAR","PARNER","Padali Darya"
"AHILYANAGAR","PARNER","Jamgaon"
"AHILYANAGAR","PARNER","Babhulwade"
"AHILYANAGAR","PARNER","Wiroli"
"AHILYANAGAR","PARNER","Sarola Advai"
"AHILYANAGAR","PARNER","Diksal"
"AHILYANAGAR","PARNER","Renwadi"
"AHILYANAGAR","PARNER","Hatalkhindi"
"AHILYANAGAR","PARNER","Mhaskewadi"
"AHILYANAGAR","PARNER","Jadhavwadi"
"AHILYANAGAR","PARNER","Punewadi"
"AHILYANAGAR","PARNER","Parner (NP)"
"AHILYANAGAR","PARNER","Pabal"
"AHILYANAGAR","PARNER","Loni Mawala"
"AHILYANAGAR","PARNER","Shirapur"
"AHILYANAGAR","PARNER","Wadzire"
"AHILYANAGAR","PARNER","Chombhut"
"AHILYANAGAR","KOPARGAON","Mahegaon Deshmukh"
"AHILYANAGAR","KOPARGAON","Kopargaon (M CI)"
"AHILYANAGAR","KOPARGAON","Karwadi"
"AHILYANAGAR","KOPARGAON","Kumbhari"
"AHILYANAGAR","KOPARGAON","Godhegaon"
"AHILYANAGAR","KOPARGAON","Samvatsar"
"AHILYANAGAR","KOPARGAON","Singnapur"
"AHILYANAGAR","KOPARGAON","Handewadi"
"AHILYANAGAR","KOPARGAON","Murshatpur"
"AHILYANAGAR","KOPARGAON","Ghoyegaon"
"AHILYANAGAR","KOPARGAON","Dahigaon Bolka"
"AHILYANAGAR","KOPARGAON","Talegaon Male"
"AHILYANAGAR","KOPARGAON","Kolpewadi"
"AHILYANAGAR","KOPARGAON","Jeur Patoda"
"AHILYANAGAR","KOPARGAON","Hingani"
"AHILYANAGAR","KOPARGAON","Shahajapur"
"AHILYANAGAR","KOPARGAON","Louki"
"AHILYANAGAR","KOPARGAON","Kokamthan"
"AHILYANAGAR","KOPARGAON","Chandgavhan"
"AHILYANAGAR","KOPARGAON","Bhojade"
"AHILYANAGAR","KOPARGAON","Dauch Bk."
"AHILYANAGAR","KOPARGAON","Dhotre"
"AHILYANAGAR","KOPARGAON","Madhi BK"
"AHILYANAGAR","KOPARGAON","Jeur Kumbhari"
"AHILYANAGAR","KOPARGAON","Derde Chandwad"
"AHILYANAGAR","KOPARGAON","Kanhegaon"
"AHILYANAGAR","KOPARGAON","Dauch Kh."
"AHILYANAGAR","KOPARGAON","Ghari"
"AHILYANAGAR","KOPARGAON","Khopadi"
"AHILYANAGAR","KOPARGAON","Madhi Kh."
"AHILYANAGAR","KOPARGAON","Chande Kasare"
"AHILYANAGAR","KOPARGAON","Derde Korhale"
"AHILYANAGAR","KOPARGAON","Wari"
"AHILYANAGAR","KOPARGAON","Sade"
"AHILYANAGAR","KOPARGAON","Pohegaon KH"
"AHILYANAGAR","KOPARGAON","Pohegaon Bk."
"AHILYANAGAR","KOPARGAON","Shahapur"
"AHILYANAGAR","KOPARGAON","Bahadarpur"
"AHILYANAGAR","KOPARGAON","Dhondewadi (NV)"
"AHILYANAGAR","KOPARGAON","Javalke"
"AHILYANAGAR","KOPARGAON","Bahadarbad"
"AHILYANAGAR","KOPARGAON","Ves"
"AHILYANAGAR","KOPARGAON","Anjanapur"
"AHILYANAGAR","KOPARGAON","Ranjangaon Deshmukh"
"AHILYANAGAR","KOPARGAON","Soyegaon"
"AHILYANAGAR","KOPARGAON","Malharwadi"
"AHILYANAGAR","KOPARGAON","Manegaon"
"AHILYANAGAR","KOPARGAON","Kakadi"
"AHILYANAGAR","RAHURI","Chincholi"
"AHILYANAGAR","RAHURI","Tilapur"
"AHILYANAGAR","RAHURI","Rampur"
"AHILYANAGAR","RAHURI","Bodhegaon"
"AHILYANAGAR","RAHURI","Satral"
"AHILYANAGAR","RAHURI","Tambhere"
"AHILYANAGAR","RAHURI","Tandulner"
"AHILYANAGAR","RAHURI","Nimbhere"
"AHILYANAGAR","RAHURI","Trimbakpur"
"AHILYANAGAR","RAHURI","Kanadgaon"
"AHILYANAGAR","RAHURI","Takalimiya"
"AHILYANAGAR","RAHURI","Musalwadi"
"AHILYANAGAR","RAHURI","Valan"
"AHILYANAGAR","RAHURI","Tulapur"
"AHILYANAGAR","RAHURI","Manori"
"AHILYANAGAR","RAHURI","Morwadi (N.V.)"
"AHILYANAGAR","RAHURI","Kangar BK"
"AHILYANAGAR","RAHURI","Dhanore"
"AHILYANAGAR","RAHURI","Kopare"
"AHILYANAGAR","RAHURI","Karajgaon"
"AHILYANAGAR","RAHURI","Wanjulpoi"
"AHILYANAGAR","RAHURI","Pathare Kh."
"AHILYANAGAR","RAHURI","Shenwadgaon"
"AHILYANAGAR","RAHURI","Deolali Pravara (M Cl)"
"AHILYANAGAR","RAHURI","Mahalgaon"
"AHILYANAGAR","RAHURI","Malewadi/Dukrewadi"
"AHILYANAGAR","RAHURI","Daradgaon Tarf Belapur"
"AHILYANAGAR","RAHURI","Jatap"
"AHILYANAGAR","RAHURI","Khudsargaon"
"AHILYANAGAR","RAHURI","Lakh"
"AHILYANAGAR","RAHURI","Songaon"
"AHILYANAGAR","AKOLE","Pimpaldarawadi"
"AHILYANAGAR","AKOLE","Tahakari"
"AHILYANAGAR","AKOLE","Sawargaonpat"
"AHILYANAGAR","AKOLE","Samsherpur"
"AHILYANAGAR","AKOLE","Deothan"
"AHILYANAGAR","AKOLE","Ghodsarwadi"
"AHILYANAGAR","AKOLE","Nagawadi (NV)"
"AHILYANAGAR","AKOLE","Dagadwadi"
"AHILYANAGAR","AKOLE","Jaynawadi"
"AHILYANAGAR","AKOLE","Khirvire"
"AHILYANAGAR","AKOLE","Senit KH"
"AHILYANAGAR","AKOLE","Hivargaon"
"AHILYANAGAR","AKOLE","Dongargaon"
"AHILYANAGAR","AKOLE","Kombhalne"
"AHILYANAGAR","AKOLE","Shenit"
"AHILYANAGAR","AKOLE","Virgaon"
"AHILYANAGAR","AKOLE","Waranghushi"
"AHILYANAGAR","AKOLE","Muthalane"
"AHILYANAGAR","AKOLE","Jahagirdarwadi"
"AHILYANAGAR","AKOLE","Pabhulwandi"
"AHILYANAGAR","AKOLE","Ladgaon"
"AHILYANAGAR","AKOLE","Poparewadi"
"AHILYANAGAR","AKOLE","Ambevangan"
"AHILYANAGAR","AKOLE","Bari"
"AHILYANAGAR","AKOLE","Chand Suraj"
"AHILYANAGAR","AKOLE","Satewadi"
"AHILYANAGAR","AKOLE","Pimpaldari"
"AHILYANAGAR","AKOLE","Morwadi (NV)"
"AHILYANAGAR","AKOLE","Karandi"
"AHILYANAGAR","AKOLE","Keli Kotul"
"AHILYANAGAR","AKOLE","Keli Otur"
"AHILYANAGAR","AKOLE","Kalamb"
"AHILYANAGAR","AKOLE","Bramhanwada"
"AHILYANAGAR","AKOLE","Garwadi"
"AHILYANAGAR","AKOLE","Esarthav"
"AHILYANAGAR","RAHURI","Kesapur"
"AHILYANAGAR","RAHURI","Ambi"
"AHILYANAGAR","RAHURI","Amalner"
"AHILYANAGAR","RAHURI","Pimpalgaon Fungi"
"AHILYANAGAR","RAHURI","Sankrapur"
"AHILYANAGAR","RAHURI","Gangapur"
"AHILYANAGAR","RAHURI","Davangaon"
"AHILYANAGAR","RAHURI","Narsari (N.V.)"
"AHILYANAGAR","RAHURI","Bramhangaon Bhand"
"AHILYANAGAR","RAHURI","Kolhar KH"
"AHILYANAGAR","RAHURI","Malunje KH"
"AHILYANAGAR","RAHURI","Mahegaon"
"AHILYANAGAR","RAHURI","Rahuri (M CI)"
"AHILYANAGAR","RAHURI","Kangar KH"
"AHILYANAGAR","RAHURI","Kendal Kh."
"AHILYANAGAR","RAHURI","Kendal Bk."
"AHILYANAGAR","RAHURI","Tandulwadi"
"AHILYANAGAR","RAHURI","Taharabad"
"AHILYANAGAR","RAHURI","Shilegaon"
"AHILYANAGAR","RAHURI","Kondhavad"
"AHILYANAGAR","RAHURI","Malharwadi"
"AHILYANAGAR","RAHURI","Momin Akhada"
"AHILYANAGAR","RAHURI","Kolyachiwadi"
"AHILYANAGAR","RAHURI","Deswandi"
"AHILYANAGAR","RAHURI","Bramhani"
"AHILYANAGAR","RAHURI","Ghorpadwadi"
"AHILYANAGAR","RAHURI","Gadadhe Akhada"
"AHILYANAGAR","RAHURI","Mhaisgaon"
"AHILYANAGAR","RAHURI","Rahuri Kh."
"AHILYANAGAR","RAHURI","Tamnar Akhada"
"AHILYANAGAR","RAHURI","Umbre"
"AHILYANAGAR","RAHURI","Gadakhawadi"
"AHILYANAGAR","RAHURI","Pimpri Avaghad"
"AHILYANAGAR","RAHURI","Digras"
"AHILYANAGAR","RAHURI","Chinchale"
"AHILYANAGAR","RAHURI","Daradgaon Thadi"
"AHILYANAGAR","RAHURI","Chedgaon"
"AHILYANAGAR","RAHURI","Kuranwadi"
"AHILYANAGAR","RAHURI","Mokal Ohal"
"AHILYANAGAR","RAHURI","Sade"
"AHILYANAGAR","RAHURI","Kukkadwedhe"
"AHILYANAGAR","RAHURI","Wawarath"
"AHILYANAGAR","RAHURI","Khadambe Bk."
"AHILYANAGAR","RAHURI","Katrad"
"AHILYANAGAR","RAHURI","Gunjale"
"AHILYANAGAR","RAHURI","Vambori"
"AHILYANAGAR","RAHURI","Khadambe Kh."
"AHILYANAGAR","RAHURI","Dhamori Bk."
"AHILYANAGAR","RAHURI","Dhamori Kh."
"AHILYANAGAR","RAHURI","Baragaon Nandur"
"AHILYANAGAR","RAHURI","Warwandi"
"AHILYANAGAR","RAHURI","Jambhali"
"AHILYANAGAR","RAHURI","Babhulgaon"
"AHILYANAGAR","RAHURI","Jambhulban"
"AHILYANAGAR","PARNER","Tas"
"AHILYANAGAR","PARNER","Venkute"
"AHILYANAGAR","PARNER","Mandave Kh."
"AHILYANAGAR","PARNER","Deswade"
"AHILYANAGAR","PARNER","Khadakwadi"
"AHILYANAGAR","PARNER","Waranwadi"
"AHILYANAGAR","PARNER","Pokhari"
"AHILYANAGAR","PARNER","Dhavalpuri"
"AHILYANAGAR","PARNER","Mhasoba Zap"
"AHILYANAGAR","PARNER","Dongarwadi"
"AHILYANAGAR","PARNER","Gajadipur"
"AHILYANAGAR","PARNER","Palaspur"
"AHILYANAGAR","PARNER","Wadgaon Sawtal"
"AHILYANAGAR","PARNER","Wasunde"
"AHILYANAGAR","PARNER","Katalwede"
"AHILYANAGAR","PARNER","Karjule Harya"
"AHILYANAGAR","PARNER","Dhotre Kh."
"AHILYANAGAR","PARNER","Dhoki"
"AHILYANAGAR","PARNER","Dhotre Bk."
"AHILYANAGAR","PARNER","Sawargaon"
"AHILYANAGAR","PARNER","Takali Dhokeshwar"
"AHILYANAGAR","PARNER","Bhangadwadi"
"AHILYANAGAR","PARNER","Kaknewadi"
"AHILYANAGAR","PARNER","Kasare"
"AHILYANAGAR","PARNER","Bhalawani"
"AHILYANAGAR","PARNER","Tikhol"
"AHILYANAGAR","PARNER","Nandur Pathar"
"AHILYANAGAR","PARNER","Koregaon"
"AHILYANAGAR","PARNER","Hivare Korda"
"AHILYANAGAR","PARNER","Malkup"
"AHILYANAGAR","PARNER","Bhondre"
"AHILYANAGAR","PARNER","Pimpalgaon Rotha"
"AHILYANAGAR","PARNER","Gargundi"
"AHILYANAGAR","PARNER","Kalas"
"AHILYANAGAR","PARNER","Kanhoor"
"AHILYANAGAR","PARNER","Bahirobawadi"
"AHILYANAGAR","PARNER","Pimpalgaon Turk"
"AHILYANAGAR","PARNER","Garkhindi"
"AHILYANAGAR","PARNER","Kalkup"
"AHILYANAGAR","PARNER","Wadgaon Amli"
"AHILYANAGAR","PARNER","Wadgaon Darya"
"AHILYANAGAR","PARNER","Darodi"
"AHILYANAGAR","PARNER","Padali Kanhoor"
"AHILYANAGAR","PARNER","Goregaon"
"AHILYANAGAR","PARNER","Akkalwadi"
"AHILYANAGAR","PARNER","Randhe"
"AHILYANAGAR","PARNER","Sherikasari"
"AHILYANAGAR","PARNER","Pimpri Pathar"
"AHILYANAGAR","PARNER","Kinhi"
"AHILYANAGAR","PARNER","Alkuti"
"AHILYANAGAR","PARNER","Sheri Koldara"
"AHILYANAGAR","PARNER","Loni Haveli"
"AHILYANAGAR","PARNER","Shahjapur"
"AHILYANAGAR","PARNER","Devi Bhoyare"
"AHILYANAGAR","PARNER","Chincholi"
"AHILYANAGAR","PARNER","Hanga"
"AHILYANAGAR","PARNER","Siddeshwarwadi"
"AHILYANAGAR","PARNER","Supa"
"AHILYANAGAR","PARNER","Wadner Bk."
"AHILYANAGAR","PARNER","Nighoj"
"AHILYANAGAR","PARNER","Shirsule"
"AHILYANAGAR","PARNER","Pimpri Jalsen"
"AHILYANAGAR","PARNER","Wadgaon Gund"
"AHILYANAGAR","PARNER","Ganji Bhoyare"
"AHILYANAGAR","PARNER","Wadner Haveli"
"AHILYANAGAR","PARNER","Patharwadi"
"AHILYANAGAR","PARNER","Mungashi"
"AHILYANAGAR","PARNER","Walwane"
"AHILYANAGAR","PARNER","Morwadi"
"AHILYANAGAR","PARNER","Rayatale"
"AHILYANAGAR","PARNER","Panoli"
"AHILYANAGAR","PARNER","Gatewadi"
"AHILYANAGAR","PARNER","Astagaon"
"AHILYANAGAR","PARNER","Jawala"
"AHILYANAGAR","PARNER","Dhawanwadi"
"AHILYANAGAR","PARNER","Mhasne"
"AHILYANAGAR","PARNER","Sangvi Surya"
"AHILYANAGAR","PARNER","Waghunde Kh."
"AHILYANAGAR","PARNER","Wadule"
"AHILYANAGAR","PARNER","Ghanegaon"
"AHILYANAGAR","PARNER","Waghunde Bk."
"AHILYANAGAR","PARNER","Apdhup"
"AHILYANAGAR","PARNER","Ralegan Shindi"
"AHILYANAGAR","PARNER","Pimpri Gawali"
"AHILYANAGAR","PARNER","Pimpalner"
"AHILYANAGAR","PARNER","Gadilgaon"
"AHILYANAGAR","PARNER","Palwe Kh."
"AHILYANAGAR","PARNER","Jategaon"
"AHILYANAGAR","PARNER","Rui Chhatrapati"
"AHILYANAGAR","PARNER","Ranjangaon"
"AHILYANAGAR","PARNER","Majampur"
"AHILYANAGAR","PARNER","Baburdi"
"AHILYANAGAR","PARNER","Gunore"
"AHILYANAGAR","PARNER","Palwe Bk."
"AHILYANAGAR","PARNER","Narayan Gavhan"
"AHILYANAGAR","PARNER","Hakigatpur"
"AHILYANAGAR","PARNER","Mhase Kh."
"AHILYANAGAR","PARNER","Ralegaon Tharepal"
"AHILYANAGAR","PARNER","Bhoyare Gangarda"
"AHILYANAGAR","PARNER","Wade Gavhan"
"AHILYANAGAR","PARNER","Kadus"
"AHILYANAGAR","PARNER","Mawalewadi"
"AHILYANAGAR","PARNER","Kalamkarwadi"
"AHILYANAGAR","PARNER","Kohakadi"
"AHILYANAGAR","PARNER","Yadavwadi"
"AHILYANAGAR","PARNER","Kurund"
"AHILYANAGAR","PARNER","Padali Ranjangaon"
"AHILYANAGAR","AKOLE","Pachapattawadi"
"AHILYANAGAR","AKOLE","Shivajinagar"
"AHILYANAGAR","AKOLE","Tirdhe"
"AHILYANAGAR","AKOLE","Mhalungi"
"AHILYANAGAR","AKOLE","Kokanwadi"
"AHILYANAGAR","AKOLE","Pedhewadi"
"AHILYANAGAR","AKOLE","Chandgirwadi"
"AHILYANAGAR","AKOLE","Ekdare"
"AHILYANAGAR","AKOLE","Padoshi"
"AHILYANAGAR","AKOLE","Sangavi"
"AHILYANAGAR","AKOLE","Keli Rumhanwadi"
"AHILYANAGAR","AKOLE","Bitaka"
"AHILYANAGAR","AKOLE","Ganore"
"AHILYANAGAR","AKOLE","Deogaon"
"AHILYANAGAR","AKOLE","Babhul Wandi"
"AHILYANAGAR","AKOLE","Gardani"
"AHILYANAGAR","AKOLE","Manhere"
"AHILYANAGAR","AKOLE","Sherankhel"
"AHILYANAGAR","AKOLE","Pimpalgaon Nakvinda"
"AHILYANAGAR","AKOLE","Pimpalgaon Nipani"
"AHILYANAGAR","AKOLE","Panjare"
"AHILYANAGAR","AKOLE","Dongarwadi"
"AHILYANAGAR","AKOLE","Pendshet"
"AHILYANAGAR","AKOLE","Tambhol"
"AHILYANAGAR","AKOLE","Ghatghar"
"AHILYANAGAR","AKOLE","Mehenduri"
"AHILYANAGAR","AKOLE","Udadawane"
"AHILYANAGAR","AKOLE","Takali"
"AHILYANAGAR","AKOLE","Chichondi"
"AHILYANAGAR","AKOLE","Bahirwadi"
"AHILYANAGAR","AKOLE","Shelvihire"
"AHILYANAGAR","AKOLE","Titavi"
"AHILYANAGAR","AKOLE","Unchkhadak KH"
"AHILYANAGAR","AKOLE","Pimparkane"
"AHILYANAGAR","AKOLE","Waki"
"AHILYANAGAR","AKOLE","Murshet"
"AHILYANAGAR","AKOLE","Mhaladevi"
"AHILYANAGAR","AKOLE","Digambar"
"AHILYANAGAR","AKOLE","Ranad Bk."
"AHILYANAGAR","AKOLE","Kodni"
"AHILYANAGAR","AKOLE","Kumbhefal"
"AHILYANAGAR","AKOLE","Sugaon Kh."
"AHILYANAGAR","AKOLE","Khanapur"
"AHILYANAGAR","AKOLE","Shendi"
"AHILYANAGAR","AKOLE","Malegaon"
"AHILYANAGAR","AKOLE","Rede"
"AHILYANAGAR","AKOLE","Kohondi"
"AHILYANAGAR","AKOLE","Shinganwadi"
"AHILYANAGAR","AKOLE","Nimbral"
"AHILYANAGAR","AKOLE","Nilwande"
"AHILYANAGAR","AKOLE","Unchkhadak BK"
"AHILYANAGAR","AKOLE","Rumbhodi"
"AHILYANAGAR","AKOLE","Samrad"
"AHILYANAGAR","AKOLE","Akole (NP)"
"AHILYANAGAR","AKOLE","Induri"
"AHILYANAGAR","AKOLE","Agar"
"AHILYANAGAR","AKOLE","Bhandardara"
"AHILYANAGAR","AKOLE","Kalas Kh."
"AHILYANAGAR","AKOLE","Ranad Kh."
"AHILYANAGAR","AKOLE","Katalapur"
"AHILYANAGAR","AKOLE","Rajur (CT)"
"AHILYANAGAR","AKOLE","SUBMERGED"
"AHILYANAGAR","AKOLE","Guhire"
"AHILYANAGAR","AKOLE","Aurangpur"
"AHILYANAGAR","AKOLE","Kelungan"
"AHILYANAGAR","AKOLE","Sugaon BK"
"AHILYANAGAR","AKOLE","Navalewadi"
"AHILYANAGAR","AKOLE","Parakhatpur"
"AHILYANAGAR","AKOLE","Chital Wedhe"
"AHILYANAGAR","AKOLE","Dhumalwadi"
"AHILYANAGAR","AKOLE","Kalas BK"
"AHILYANAGAR","AKOLE","Mutkhel"
"AHILYANAGAR","AKOLE","Terungan"
"AHILYANAGAR","AKOLE","Vithe"
"AHILYANAGAR","AKOLE","Ambad"
"AHILYANAGAR","AKOLE","Manoharpur"
"AHILYANAGAR","AKOLE","Sarowar (NV)"
"AHILYANAGAR","AKOLE","Ratanwadi"
"AHILYANAGAR","AKOLE","Dhamangaon-awari"
"AHILYANAGAR","AKOLE","Jamgaon"
"AHILYANAGAR","AKOLE","Nirgudwadi (NV)"
"AHILYANAGAR","AKOLE","Koltembhe"
"AHILYANAGAR","AKOLE","Bhojadarawadi (NV)"
"AHILYANAGAR","AKOLE","Savarkute"
"AHILYANAGAR","AKOLE","Manik Ozar"
"AHILYANAGAR","AKOLE","Sultanpur"
"AHILYANAGAR","AKOLE","Vashere"
"AHILYANAGAR","AKOLE","Maveshi"
"AHILYANAGAR","AKOLE","Dhamanvan"
"AHILYANAGAR","AKOLE","Baravwadi"
"AHILYANAGAR","AKOLE","Kauthewadi"
"AHILYANAGAR","AKOLE","Padalane"
"AHILYANAGAR","AKOLE","Shirpunje Bk."
"AHILYANAGAR","AKOLE","Chinchavane"
"AHILYANAGAR","AKOLE","Sakirwadi"
"AHILYANAGAR","AKOLE","Balthan"
"AHILYANAGAR","AKOLE","Dhagewadi"
"AHILYANAGAR","AKOLE","Gondoshi"
"AHILYANAGAR","AKOLE","Kumshet"
"AHILYANAGAR","AKOLE","Dhamangaon Pat"
"AHILYANAGAR","AKOLE","Wanjulshet"
"AHILYANAGAR","AKOLE","Mogras"
"AHILYANAGAR","AKOLE","Sherewadi"
"AHILYANAGAR","AKOLE","Pangari"
"AHILYANAGAR","AKOLE","Shirpunje Kh."
"AHILYANAGAR","AKOLE","Shelad"
"AHILYANAGAR","AKOLE","Purushawadi"
"AHILYANAGAR","AKOLE","Shidawad"
"AHILYANAGAR","AKOLE","Ambit"
"AHILYANAGAR","AKOLE","Shiswad"
"AHILYANAGAR","AKOLE","Khadki Bk."
"AHILYANAGAR","AKOLE","Khadki Kh."
"AHILYANAGAR","AKOLE","Paithan"
"AHILYANAGAR","AKOLE","Ghoti"
"AHILYANAGAR","AKOLE","Pimpalgaon Khand"
"AHILYANAGAR","AKOLE","Thakarwadi"
"AHILYANAGAR","AKOLE","Lavhali Kotul"
"AHILYANAGAR","AKOLE","Pimpri"
"AHILYANAGAR","AKOLE","Lingdev"
"AHILYANAGAR","AKOLE","Ambhol"
